img_fn	human_readable_label	target_loss	top_organism_label	top_object_label	dist	surrogate	target
ILSVRC2012_val_00000001.png	sea_snake	-10.39470	fiddler_crab	safety_pin	9.37113	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000003.png	Shetland_sheepdog	-5.78608	Shetland_sheepdog	crutch	9.40372	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000006.png	garter_snake	-4.52835	water_snake	worm_fence	9.37162	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000007.png	porcupine	-8.45276	peacock	quill	9.29725	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000010.png	Angora	-15.46896	toy_poodle	wig	9.26999	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000011.png	brain_coral	-21.38802	tench	jackfruit	9.35299	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000012.png	cougar	-5.90608	Norwegian_elkhound	solar_dish	9.03480	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000013.png	guenon	-6.09324	Siberian_husky	frying_pan	9.35570	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000016.png	grey_whale	-14.49279	cairn	quilt	9.39796	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000017.png	sea_anemone	-16.08212	ostrich	torch	9.04662	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000018.png	vulture	-6.90051	scuba_diver	snorkel	9.32261	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000021.png	porcupine	12.68846	porcupine	hard_disc	0.00000	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000022.png	Ibizan_hound	-20.40270	ballplayer	assault_rifle	8.98279	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000025.png	vulture	-25.08614	European_gallinule	plow	9.35624	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000027.png	white_wolf	-6.64963	timber_wolf	muzzle	9.36515	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000028.png	English_foxhound	-5.17747	Italian_greyhound	bath_towel	9.17578	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000029.png	green_snake	-27.31012	brain_coral	custard_apple	9.15116	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000031.png	cabbage_butterfly	-9.64307	lycaenid	bonnet	9.14851	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000033.png	sea_lion	-8.81259	kuvasz	maze	9.38333	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000034.png	ballplayer	-24.23016	ballplayer	ski	9.39031	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000037.png	tailed_frog	-11.96989	stingray	wok	9.38304	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000040.png	garden_spider	-8.85131	agaric	jigsaw_puzzle	9.40273	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000043.png	spoonbill	-1.39481	crayfish	goblet	9.33686	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000044.png	standard_schnauzer	-15.41212	Lakeland_terrier	radiator	9.33457	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000045.png	Newfoundland	-15.70494	Arabian_camel	stole	9.20187	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000048.png	English_foxhound	-3.52300	cocker_spaniel	tennis_ball	9.30837	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000050.png	sturgeon	-1.54385	barracouta	butcher_shop	0.00000	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000051.png	bee_eater	-14.96950	peacock	quill	9.23727	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000052.png	axolotl	-1.46705	axolotl	shower_curtain	9.30432	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000055.png	polecat	-17.07848	tabby	bassinet	9.37973	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000057.png	Pomeranian	-3.28183	Pekinese	magnetic_compass	9.10792	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000058.png	stinkhorn	-12.74764	conch	drumstick	9.39528	wide_resnet50_2	wide_resnet50_2
ILSVRC2012_val_00000062.png	Kerry_blue_terrier	-0.45972	ox	jeep	9.33867	wide_resnet50_2	wide_resnet50_2
